source_row,frequency_rank,complexity,word,romanized,pos_ko,classification,hanja_ref,english,note,word_group_size,word_group_index,review_flags
1359,1441.0,C,증가하다,jeunggahada,동,verb,增加-,"increase,rise,grow",,1,1,
1360,1442.0,B,기대,gidae,명,noun,期待,Expectation,,1,1,
1361,1443.0,A,떡,tteok,명,noun,,rice cake; tteok,,1,1,
1362,1444.0,B,식물,sikmul,명,noun,植物,plant,,1,1,
1363,1445.0,B,옛,yes,관,attributive,,"Old, ancient",,1,1,
1364,1446.0,C,외치다,oechida,동,verb,,"To shout, scream",,1,1,
1365,1447.0,B,적어도,jeogeodo,부,adverb,,At the least,,1,1,
1366,1449.0,B,편하다,pyeonhada,형,adjective,便-,Untroubled from cares,,1,1,
1367,1450.0,C,평,pyeong,의,noun,坪,"a Pyeong, a square area about 2 square meters",,2,1,surface_duplicate
1368,1451.0,C,권리,gwonri,명,noun,權利,A right or a claim to,,1,1,
1369,1452.0,A,끝내다,kkeutnaeda,동,verb,,To end,,1,1,
1370,1453.0,A,대답,daedap,명,noun,對答,An answer,,1,1,
1371,1454.0,A,시작,sijak,명,noun,始作,The beginning,,1,1,
1372,1455.0,B,어려움,eoryeoum,명,noun,,"difficulty, hardship",,1,1,
1373,1456.0,A,일주일,iljuil,명,noun,一週日,One whole day,,1,1,
1374,1457.0,C,자원,jawon,명,noun,資源,Resources,,1,1,
1375,1458.0,A,춤,chum,명,noun,,Dance,,1,1,
1376,1459.0,C,넘기다,neomgida,동,verb,,"Pass over, send across",,1,1,
1377,1460.0,A,드리다,deurida,동,verb,인사를~,"humble form of 주다 (juda); to offer, to give, to present",,2,2,surface_duplicate
1378,1461.0,C,물체,mulche,명,noun,物體,A material body,,1,1,
1379,1462.0,B,분명히,bunmyeonghi,부,adverb,分明-,Obviously,,1,1,
1380,1463.0,C,시위,siwi,명,noun,示威,A demonstration,,1,1,
1381,1464.0,B,아무것,amugeos,명,noun,,Anything,,1,1,
1382,1465.0,B,온,on,관,attributive,,"All, whole, entire",,1,1,
1383,1466.0,B,젖다,jeojda,동,verb,,"To be wet, soaked",,1,1,
1384,1467.0,C,제외하다,jeoehada,동,verb,除外-,To exclude,,1,1,
1385,1468.0,B,최대,choedae,명,noun,最大,"The greatest, the largest",,1,1,
1386,1469.0,B,평소,pyeongso,명,noun,平素,"Ordinary times, ordinarily",,1,1,
1387,1470.0,C,견해,gyeonhae,명,noun,見解,An opinion or view. Same as 의견,,1,1,
1388,1471.0,A,깨끗하다,kkaekkeushada,형,adjective,,To be clean or pure,,1,1,
1389,1472.0,B,농사,nongsa,명,noun,農事,Farming,,1,1,
1390,1473.0,B,더구나,deoguna,부,adverb,,also; furthermore,,1,1,
1391,1474.0,C,안정,anjeong,명,noun,安定,Stability,,1,1,
1392,1475.0,B,어둠,eodum,명,noun,,Darkness,,1,1,
1393,1476.0,B,어둡다,eodupda,형,adjective,,"To be dark, dim, gloomy",,1,1,
1394,1477.0,C,어쨌든,eojjaessdeun,부,adverb,,"In any case, anyhow",,1,1,
1395,1478.0,B,주택,jutaek,명,noun,住宅,A house,,1,1,
1396,1480.0,B,고장,gojang,명,noun,지역,A district or producing area,,2,1,surface_duplicate
1397,1481.0,B,관련하다,gwanryeonhada,동,verb,關聯-,To be related to or connected to,,1,1,
1398,1482.0,C,눈길,nungil,명,noun,~을피하다,Line of vision,,1,1,
1399,1483.0,A,물어보다,mureoboda,동,verb,,Ask,,1,1,
1400,1484.0,A,미안하다,mianhada,형,adjective,未安-,To be sorry,,1,1,
1401,1485.0,B,밀다,milda,동,verb,,"push, shove",,1,1,
1402,1486.0,A,스트레스,seuteureseu,명,noun,stress,Stress,,1,1,
1403,1487.0,B,음,eum,감,interjection,,"Sound you make to express doubt, worry",,1,1,
1404,1488.0,A,인사,insa,명,noun,人士,"figure, distinguished person",,3,3,surface_duplicate
1405,1489.0,C,주어지다,jueojida,동,verb,,"To offer, proffer (conditions)",,1,1,
1406,1490.0,B,고려하다,goryeohada,동,verb,考慮-,Regard or respect,,1,1,
1407,1491.0,A,과일,gwail,명,noun,,A fruit,,1,1,
1408,1492.0,C,널리,neolli,부,adverb,,Widely,,1,1,
1409,1493.0,B,농촌,nongchon,명,noun,農村,A farm village,,1,1,
1410,1494.0,B,올라오다,ollaoda,동,verb,,Come up,,1,1,
1411,1495.0,B,챙기다,chaenggida,동,verb,,"gather, collect, assemble your stuff — to amass (money, a collection)",,1,1,
1412,1496.0,B,고르다,goreuda,동,verb,뽑다,Choose or select,,2,1,surface_duplicate
1413,1497.0,B,바르다,bareuda,동,verb,벽지를~,"to hang paper; to stick paper, cloth or the like",,2,2,surface_duplicate
1414,1498.0,B,벌어지다,beoreojida,동,verb,싸움이~,to occur or take place.,,2,1,surface_duplicate
1415,1499.0,C,소재,sojae,명,noun,素材,"material, subject matter",,1,1,
1416,1500.0,C,전망,jeonmang,명,noun,展望,"A view, prospect",,1,1,
1417,1501.0,B,포기하다,pogihada,동,verb,抛棄-,"To give up, to abandon",,1,1,
1418,1502.0,C,형성되다,hyeongseongdoeda,동,verb,形成-,"To be formed, made up",,1,1,
1419,1503.0,B,고치다,gochida,동,verb,,"To fix, amend, change",,1,1,
1420,1504.0,B,그림자,geurimja,명,noun,,A shadow or a silhouette or an image,,1,1,
1421,1505.0,A,눈,nun,명,noun,~이내리다,snow,,2,2,surface_duplicate
1422,1506.0,B,다하다,dahada,동,verb,,"Finish, go through, be exhausted, run out of",,1,1,
1423,1507.0,B,마침내,machimnae,부,adverb,,"Finally, in the end",,1,1,
1424,1508.0,B,비교하다,bigyohada,동,verb,比較-,To compare,,1,1,
1425,1509.0,A,시월,siwol,명,noun,十月,October,,1,1,
1426,1510.0,B,커지다,keojida,동,verb,,To become bigger,,1,1,
1427,1511.0,B,한쪽,hanjjok,명,noun,,On one side,,1,1,
1428,1512.0,B,검사,geomsa,명,noun,檢査,Investigation or inspection or examination or audit,,2,1,surface_duplicate
1429,1513.0,C,결론,gyeollon,명,noun,結論,A conclusion,,1,1,
1430,1515.0,C,들이다,deurida,동,verb,들다'의사동사,1. To let in someone or something.,,1,1,
1431,1516.0,B,맡기다,matgida,동,verb,,Entrust sb with sth,,1,1,
1432,1517.0,A,박물관,bakmulgwan,명,noun,博物館,Museum,,1,1,
1433,1519.0,B,소문,somun,명,noun,所聞,A rumor,,1,1,
1434,1520.0,B,싣다,sitda,동,verb,,"To load, take (passengers)",,1,1,
1435,1521.0,B,쌓다,ssahda,동,verb,,To pile up,,1,1,
1436,1522.0,A,어서,eoseo,부,adverb,,Quickly 2) kindly,,1,1,
1437,1523.0,C,자녀,janyeo,명,noun,子女,one’s children,,1,1,
1438,1524.0,B,제목,jemok,명,noun,題目,"A subject, theme",,1,1,
1439,1525.0,B,짓,jis,명,noun,,Something you do,,1,1,
1440,1526.0,C,판결,pangyeol,명,noun,判決,A judgment (from a judge),,1,1,
1441,1527.0,A,팔월,parwol,명,noun,八月,August,,1,1,
1442,1528.0,B,하얗다,hayahda,형,adjective,,White,,1,1,
1443,1529.0,B,희망,huimang,명,noun,希望,"Hope, wish",,1,1,
1444,1530.0,A,가방,gabang,명,noun,~을메다,Bag,,1,1,
1445,1531.0,B,군대,gundae,명,noun,軍隊,Troops or an army,,1,1,
1446,1532.0,B,그만큼,geumankeum,부,adverb,,That much or to that extent,,1,1,
1447,1533.0,B,무어,mueo,대,pronoun,,What? 무엇,,1,1,
1448,1534.0,C,비로소,biroso,부,adverb,,For the first time,,1,1,
1449,1536.0,B,상대방,sangdaebang,명,noun,相對方,Conversation partner,,1,1,
1450,1537.0,C,서구,seogu,명,noun,西歐,Western Europe,,1,1,
1451,1538.0,C,소유,soyu,명,noun,所有,Possession,,1,1,
1452,1539.0,B,시골,sigol,명,noun,,Countryside,,1,1,
1453,1540.0,B,실수,silsu,명,noun,失手,A mistake,,1,1,
1454,1541.0,B,잘못되다,jalmosdoeda,동,verb,,To turn out wrong,,1,1,
1455,1542.0,B,치료,chiryo,명,noun,治療,"Medical treatment, medical care",,1,1,
1456,1543.0,B,폭,pok,명,noun,幅,Width; range,,1,1,
1457,1544.0,A,호,ho,의,noun,號,"A pen name, a title; a number, an issue",,1,1,
1458,1545.0,B,내밀다,naemilda,동,verb,,To Push out,,1,1,
1459,1546.0,B,맞다,majda,동,verb,매를~,"be beaten, be hit",,3,3,surface_duplicate
1460,1547.0,C,부문,bumun,명,noun,部門,"A section, department",,1,1,
1461,1548.0,B,시리즈,sirijeu,명,noun,series,Series,,1,1,
1462,1549.0,B,임신,imsin,명,noun,妊娠,Pregnant,,1,1,
1463,1550.0,B,잡히다,japhida,동,verb,잡다'의피동사,To be caught ; to extinguish a fire,,1,1,
1464,1551.0,A,해,hae,의,noun,,A year,,3,2,surface_duplicate
1465,1552.0,C,규정,gyujeong,명,noun,規定,Provision or stipulation,,1,1,
1466,1553.0,B,그램,geuraem,의,noun,gram,Gram,,1,1,
1467,1554.0,B,밭,bat,명,noun,,"A field, farm",,1,1,
1468,1555.0,B,분석하다,bunseokhada,동,verb,分析-,To analyze,,1,1,
1469,1556.0,B,식구,sikgu,명,noun,食口,"Members of a family, your immediate family members (those you live with, preferably)",,1,1,
1470,1557.0,C,아예,aye,부,adverb,,"From the very first, from the very beginning",,1,1,
1471,1558.0,C,어찌,eojji,부,adverb,,"How, in what way, by what means",,1,1,
1472,1559.0,B,울리다,ullida,동,verb,종이~,To ring (a bell) ; to create an echo effect,,2,1,surface_duplicate
1473,1560.0,C,작용하다,jagyonghada,동,verb,作用-,"To apply , use",,1,1,
1474,1561.0,B,확실하다,hwaksilhada,형,adjective,確實-,"To be sure, certain",,1,1,
1475,1562.0,C,개선,gaeseon,명,noun,改善,Renovation or improvement or betterment,,1,1,
1476,1563.0,A,그릇,geureus,명,noun,,A vessel or receptacle,,1,1,
1477,1564.0,B,글자,geulja,명,noun,-字,A letter or a character,,1,1,
1478,1565.0,C,바람직하다,baramjikhada,형,adjective,,"Be desirable, advisable, to be appropriate, good",,1,1,
1479,1566.0,B,연구하다,yeonguhada,동,verb,硏究-,"To research, investigate",,1,1,
1480,1567.0,B,착하다,chakhada,형,adjective,,To be nice,,1,1,
1481,1569.0,A,개,gae,명,noun,동물,dog,,2,2,surface_duplicate
1482,1571.0,A,라디오,radio,명,noun,radio,radio,,1,1,
1483,1572.0,C,마련,maryeon,의,noun,,"planning, making arrangements ; provisions, preparations",,2,1,surface_duplicate
1484,1574.0,B,부동산,budongsan,명,noun,不動産,Real estate,,1,1,
1485,1575.0,C,신화,sinhwa,명,noun,神話,A myth,,1,1,
1486,1576.0,C,양,yang,의,noun,孃,Miss,,4,2,surface_duplicate
1487,1577.0,B,점,jeom,의,noun,點,a point or spot,,2,2,surface_duplicate
1488,1578.0,B,직업,jigeop,명,noun,職業,"An occupation, calling",,1,1,
1489,1579.0,C,거두다,geoduda,동,verb,,Collect or gather up,,1,1,
1490,1581.0,A,방학,banghak,명,noun,放學,School holidays,,1,1,
1491,1582.0,C,범위,beomwi,명,noun,範圍,"Range, area",,1,1,
1492,1583.0,B,조상,josang,명,noun,祖上,Ancestors,,1,1,
1493,1584.0,C,철학,cheolhak,명,noun,哲學,Philosophy,,1,1,
1494,1585.0,B,검다,geomda,형,adjective,색깔이~,Black or dark,,1,1,
1495,1586.0,B,곁,gyeot,명,noun,,Neighborhood or vicinity,,1,1,
1496,1587.0,C,근본적,geunbonjeok,명,noun,根本的,"foundational, fundamental",,1,1,
1497,1588.0,B,너희,neohui,대,pronoun,,You guys,,1,1,
1498,1589.0,C,대형,daehyeong,명,noun,大型,"Large, full-sized",,1,1,
1499,1590.0,B,따다,ttada,동,verb,떼다,"to pick, to pluck",,1,1,
1500,1591.0,B,문제점,munjejeom,명,noun,問題點,The point at issue,,1,1,
1501,1592.0,C,본격적,bongyeokjeok,명,noun,本格的,Exemplary,,1,1,
1502,1593.0,B,불가능하다,bulganeunghada,형,adjective,不可能-,Impossible,,1,1,
1503,1594.0,B,인제,inje,부,adverb,,Now,,2,1,surface_duplicate
1504,1595.0,B,충격,chunggyeok,명,noun,衝擊,"An impact, a shock",,1,1,
1505,1596.0,C,퍼지다,peojida,동,verb,,"Spread out, get broader",,1,1,
1506,1597.0,B,금방,geumbang,부,adverb,今方,Just now or a moment ago,,1,1,
1507,1598.0,A,남쪽,namjjok,명,noun,南-,South side,,1,1,
1508,1599.0,B,누르다,nureuda,동,verb,힘을가하다,Press or push down,,1,1,
1509,1600.0,B,미술,misul,명,noun,美術,"art, the fine arts",,1,1,
1510,1601.0,C,백성,baekseong,명,noun,百姓,The common people,,1,1,
1511,1602.0,C,상당히,sangdanghi,부,adverb,相當-,"fairly, considerably",,1,1,
1512,1603.0,A,색깔,saekkkal,명,noun,色-,Color,,1,1,
1513,1604.0,A,요리,yori,명,noun,料理,Cooking,,1,1,
1514,1605.0,A,유명하다,yumyeonghada,형,adjective,有名-,To be famous,,1,1,
1515,1606.0,C,자네,jane,대,pronoun,,You,,1,1,
1516,1607.0,C,기13,gi13,명,noun,氣,1) energy 2) breath or wind,,1,1,
1517,1608.0,B,꽤,kkwae,부,adverb,,Fairly or considerably,,1,1,
1518,1610.0,B,서로,seoro,명,noun,,"mutually,one another",,2,2,surface_duplicate
1519,1611.0,A,외국인,oegugin,명,noun,外國人,"A foreigner, a foreign national",,1,1,
1520,1612.0,B,한참,hancham,명,noun,,"For some time, for a while",,1,1,
1521,1613.0,C,군사,gunsa,명,noun,軍事,Military affairs,,2,1,surface_duplicate
1522,1614.0,B,끊다,kkeunhda,동,verb,,Cut off or sever,,1,1,
1523,1615.0,B,넘어가다,neomeogada,동,verb,,Cross or go over,,1,1,
1524,1616.0,B,담기다,damgida,동,verb,담다,Be put food in a bottle or for pickling,,1,1,
1525,1617.0,C,마당,madang,명,noun,,Garden,,2,1,surface_duplicate
1526,1619.0,A,부인,buin,명,noun,夫人,A woman,,2,1,surface_duplicate
1527,1620.0,B,서두르다,seodureuda,동,verb,,To hurry up,,1,1,
1528,1621.0,C,지적,jijeok,명,noun,指摘,"Pointing out, indication",,2,1,surface_duplicate
1529,1622.0,C,짝,jjak,명,noun,~이맞다,"One pair, one couple",,1,1,
1530,1623.0,C,참으로,chameuro,부,adverb,,"really, indeed",,1,1,
1531,1624.0,B,충분하다,chungbunhada,형,adjective,充分-,"To be sufficient, ample",,1,1,
1532,1625.0,B,기쁘다,gippeuda,형,adjective,,To be happy,,1,1,
1533,1626.0,A,뛰다,ttwida,동,verb,빨리나아가다,to run,,2,1,surface_duplicate
1534,1627.0,A,숙제,sukje,명,noun,宿題,Homework,,1,1,
1535,1628.0,C,앞두다,apduda,동,verb,,Have a distance ahead,,1,1,
1536,1629.0,C,예산,yesan,명,noun,豫算,"An estimate, budget",,1,1,
1537,1630.0,C,온갖,ongaj,관,attributive,,"All kinds, all sorts",,1,1,
1538,1631.0,C,우려,uryeo,명,noun,憂慮,"worry, anxiety, fear",,1,1,
1539,1632.0,A,우산,usan,명,noun,雨傘,An umbrella,,1,1,
1540,1633.0,B,기쁨,gippeum,명,noun,,Joy or delight,,1,1,
1541,1634.0,B,깊이,gipi,부,adverb,,Deepness,,2,1,surface_duplicate
1542,1635.0,B,꾸미다,kkumida,동,verb,,Decorate,,1,1,
1543,1636.0,B,늘리다,neullida,동,verb,,"Increase, multiply",,1,1,
1544,1637.0,B,무릎,mureup,명,noun,,A knee,,1,1,
1545,1638.0,B,발견되다,balgyeondoeda,동,verb,發見-,Be discovered,,1,1,
1546,1639.0,C,보호하다,bohohada,동,verb,保護-,"protect, shelter, guard",,1,1,
1547,1641.0,C,시스템,siseutem,명,noun,system,System,,1,1,
1548,1642.0,B,이용,iyong,명,noun,利用,"usage, to use",,1,1,
1549,1643.0,A,지난달,jinandal,명,noun,,Last month,,1,1,
1550,1644.0,B,지르다,jireuda,동,verb,소리를~,"Holler, yell, scream",,1,1,
1551,1645.0,C,참여,chamyeo,명,noun,參與,Participation,,1,1,
1552,1647.0,B,걸음,georeum,명,noun,,Walking or stepping or a step,,1,1,
1553,1648.0,B,겨우,gyeou,부,adverb,,Barely or narrowly. 간신히,,1,1,
1554,1649.0,B,마르다,mareuda,동,verb,,Become dry,,1,1,
1555,1650.0,B,비교적,bigyojeok,부,adverb,比較的,Comparatively,,1,1,
1556,1651.0,C,애쓰다,aesseuda,동,verb,,Make efforts/pains to do sth,,1,1,
1557,1652.0,C,올바르다,olbareuda,형,adjective,,"Be honest, straightforward",,1,1,
1558,1653.0,A,책상,chaeksang,명,noun,冊床,On the desk,,1,1,
1559,1654.0,A,춥다,chupda,형,adjective,,To be cold,,1,1,
1560,1655.0,C,흔하다,heunhada,형,adjective,,To be everywhere,,1,1,
1561,1657.0,B,높아지다,nopajida,동,verb,,Become high,,1,1,
1562,1658.0,B,늙다,neulkda,동,verb,,Grow old,,1,1,
1563,1659.0,C,단위,danwi,명,noun,單位,"A unit, a monad",,1,1,
1564,1660.0,A,둘째,duljjae,수,numeral,,"second, next after the first; the ordinal number for two",,2,1,surface_duplicate
1565,1661.0,C,뛰어나다,ttwieonada,형,adjective,,to excel; to be outstanding,,1,1,
1566,1662.0,A,무겁다,mugeopda,형,adjective,,Heavy ; a stuffy atmosphere,,1,1,
1567,1663.0,A,바람,baram,의,noun,눈이오는~에,Wind,,3,2,surface_duplicate
1568,1664.0,B,상상,sangsang,명,noun,想像,Imagination,,1,1,
1569,1665.0,C,소득,sodeuk,명,noun,所得,"An income, earnings",,1,1,
1570,1666.0,C,수도,sudo,명,noun,首都,"the capital city, e.g. Seoul, of a country",,1,1,
1571,1667.0,C,역,yeok,명,noun,役,theatric or cinematic role,,2,1,surface_duplicate
1572,1668.0,C,인식하다,insikhada,동,verb,認識-,"recognition, cognizance",,1,1,
1573,1669.0,C,자,ja,명,noun,字.이름석~,"letter, character",,4,3,surface_duplicate
1574,1670.0,A,침대,chimdae,명,noun,寢臺,A bed,,1,1,
1575,1672.0,A,권,gwon,의,noun,卷,A volume or a book,,1,1,
1576,1673.0,B,뜨다,tteuda,동,verb,눈을~,to open (one's eyes),,3,2,surface_duplicate
1577,1674.0,C,맺다,maejda,동,verb,,"form, tie",,1,1,
1578,1675.0,C,수요,suyo,명,noun,需要,"demand, requirement",,1,1,
1579,1676.0,B,스타,seuta,명,noun,star,Star,,1,1,
1580,1677.0,A,시계,sigye,명,noun,時計,"clock, timekeeper, timepiece",,1,1,
1581,1679.0,B,입술,ipsul,명,noun,,The lips,,1,1,
1582,1680.0,A,잎,ip,명,noun,,A leaf,,1,1,
1583,1681.0,B,중간,junggan,명,noun,中間,In the middle,,1,1,
1584,1682.0,C,지도자,jidoja,명,noun,指導者,Leader,,1,1,
1585,1683.0,A,천천히,cheoncheonhi,부,adverb,,Slowly,,1,1,
1586,1684.0,C,구성하다,guseonghada,동,verb,構成-,To organize or makeup,,1,1,
1587,1685.0,C,대체로,daechero,부,adverb,大體-,"Generally, on the whole, for the most part",,1,1,
1588,1686.0,C,때리다,ttaerida,동,verb,,"to hit, to strike, to slap",,1,1,
1589,1687.0,B,몹시,mopsi,부,adverb,,Extremely,,1,1,
1590,1688.0,C,문득,mundeuk,부,adverb,,Suddenly,,1,1,
1591,1689.0,A,스포츠,seupocheu,명,noun,sports,Sports,,1,1,
1592,1690.0,C,위원장,wiwonjang,명,noun,委員長,A chairman of a committee,,1,1,
1593,1692.0,A,저기,jeogi,대,pronoun,,"That place, there",,2,1,surface_duplicate
1594,1693.0,B,특별하다,teukbyeolhada,형,adjective,特別-,"To be special, extraordinary",,1,1,
1595,1694.0,C,효과적,hyogwajeok,명,noun,效果的,Effective,,1,1,
1596,1695.0,B,가까이,gakkai,부,adverb,,Close,,2,1,surface_duplicate
1597,1696.0,B,낫다,nasda,형,adjective,더좋다,"to be Superior, better",,2,1,surface_duplicate
1598,1697.0,B,넘어서다,neomeoseoda,동,verb,,Pass over,,1,1,
1599,1698.0,B,볶다,bokkda,동,verb,,"fry, roast",,1,1,
1600,1699.0,C,생산하다,saengsanhada,동,verb,生産-,"To produce, make",,1,1,
1601,1700.0,B,언젠가,eonjenga,부,adverb,,"One of these days, at some time in the future",,1,1,
1602,1701.0,B,예술가,yesulga,명,noun,藝術家,An artist,,1,1,
1603,1702.0,C,의도,uido,명,noun,意圖,"An intention, an aim",,1,1,
1604,1703.0,C,저지르다,jeojireuda,동,verb,,"do,commit, spoil",,1,1,
1605,1704.0,C,줄어들다,jureodeulda,동,verb,,Dwindle away,,1,1,
1606,1706.0,B,가만히,gamanhi,부,adverb,,Quietly or softly,,1,1,
1607,1707.0,C,건,geon,의,noun,件,A matter or an object or a case,,1,1,
1608,1708.0,A,교회,gyohoe,명,noun,敎會,Preach or moral instruction,,1,1,
1609,1709.0,C,대개,daegae,부,adverb,大槪,"Mostly, for the most part",,2,1,surface_duplicate
1610,1711.0,C,외부,oebu,명,noun,外部,"The exterior, the outside",,1,1,
1611,1712.0,B,한두,handu,관,attributive,,One or two,,1,1,
1612,1713.0,C,한때,hanttae,명,noun,,"For a while, temporarily",,1,1,
1613,1714.0,A,화,hwa,명,noun,~를내다,Anger (get angry),,1,1,
1614,1715.0,B,흙,heulk,명,noun,,"earth, the soil",,1,1,
1615,1716.0,B,가난하다,gananhada,형,adjective,,Poor,,1,1,
1616,1717.0,B,고객,gogaek,명,noun,顧客,Customer,,1,1,
1617,1718.0,B,과학자,gwahakja,명,noun,科學者,Scientist,,1,1,
1618,1719.0,B,관광,gwangwang,명,noun,觀光,Sightseeing or tourism,,1,1,
1619,1720.0,C,살아오다,saraoda,동,verb,,To come out alive,,1,1,
1620,1721.0,C,상대적,sangdaejeok,명,noun,相對的,"relatively, correlatively",,1,1,
1621,1722.0,B,수술,susul,명,noun,手術,Surgery,,1,1,
1622,1723.0,B,식품,sikpum,명,noun,食品,Groceries,,1,1,
1623,1724.0,B,연기,yeongi,명,noun,演技,"performance, acting",,3,1,surface_duplicate
1624,1725.0,A,일월,irwol,명,noun,一月,January,,1,1,
1625,1726.0,C,조,jo,의,noun,條,"article, clause",,3,1,surface_duplicate
1626,1728.0,A,첫째,cheosjjae,수,numeral,,The first,,2,1,surface_duplicate
1627,1730.0,B,회원,hoewon,명,noun,會員,A member of a society,,1,1,
1628,1732.0,A,도서관,doseogwan,명,noun,圖書館,Library,,1,1,
1629,1733.0,B,들려오다,deullyeooda,동,verb,,To echo (sound),,1,1,
1630,1735.0,B,조금씩,jogeumssik,부,adverb,,"A little at a time, little by little",,1,1,
1631,1736.0,C,조미료,jomiryo,명,noun,調味料,"seasoning, condiment",,1,1,
1632,1737.0,B,풀리다,pullida,동,verb,,To come loose,,1,1,
1633,1738.0,C,강력하다,gangryeokhada,형,adjective,强力-,To be strong or powerful,,1,1,
1634,1739.0,B,들여다보다,deuryeodaboda,동,verb,,To look into,,1,1,
1635,1740.0,B,마늘,maneul,명,noun,,Garlic,,1,1,
1636,1741.0,A,선물,seonmul,명,noun,膳物,"A present,gift",,1,1,
1637,1742.0,B,습관,seupgwan,명,noun,習慣,Habit,,1,1,
1638,1743.0,A,아주머니,ajumeoni,명,noun,,"An aunt, a respectable word for a married, older woman",,1,1,
1639,1744.0,A,위험,wiheom,명,noun,危險,Danger,,1,1,
1640,1745.0,A,지하,jiha,명,noun,地下,Underground,,1,1,
1641,1746.0,B,활용하다,hwaryonghada,동,verb,活用-,"Utilize, make practical use of",,1,1,
1642,1747.0,B,가꾸다,gakkuda,동,verb,,1) grow or cultivatea 2) dress oneself up,,1,1,
1643,1748.0,B,고민,gomin,명,noun,苦悶,Worry or anguish,,1,1,
1644,1749.0,B,떠올리다,tteoollida,동,verb,,To make someone think of something; to bring to mind.,,1,1,
1645,1750.0,B,맨,maen,관,attributive,,"bare,naked",,1,1,
1646,1751.0,C,법률,beopryul,명,noun,法律,"A law, statute",,1,1,
1647,1752.0,B,상처,sangcheo,명,noun,傷處,Wound,,1,1,
1648,1754.0,B,좁다,jopda,형,adjective,,Narrow,,1,1,
1649,1755.0,A,지하철,jihacheol,명,noun,地下鐵,Subway,,1,1,
1650,1756.0,B,집다,jipda,동,verb,,Pick up,,1,1,
1651,1757.0,C,현,hyeon,관,attributive,現,"The present, the existence, actuality",,1,1,
1652,1758.0,C,화면,hwamyeon,명,noun,畵面,Screen,,1,1,
1653,1759.0,B,군,gun,의,noun,君,Mr.; attached to names or surnames of young men to show a certain level of respect.,,3,2,surface_duplicate
1654,1760.0,B,대표적,daepyojeok,명,noun,代表的,Representative,,1,1,
1655,1761.0,B,만일,manil,명,noun,萬一,"If, suppose",,1,1,
1656,1762.0,B,사회적,sahoejeok,명,noun,社會的,Socially,,1,1,
1657,1763.0,B,생겨나다,saenggyeonada,동,verb,,"To begin, germinate",,1,1,
1658,1764.0,C,이어,ieo,부,adverb,,"vulgarity, slang",,1,1,
1659,1765.0,B,주부,jubu,명,noun,主婦,A wife,,1,1,
1660,1766.0,C,진리,jinri,명,noun,眞理,"A truth, a fact",,1,1,
1661,1767.0,B,태양,taeyang,명,noun,太陽,The sun,,1,1,
1662,1768.0,B,틀림없다,teullimeopsda,형,adjective,,No mistaking it,,1,1,
1663,1769.0,B,프로,peuro,명,noun,professional,Professional,,2,1,surface_duplicate
1664,1770.0,B,피다,pida,동,verb,꽃이~,To bloom ( a flower ~),,1,1,
1665,1772.0,C,공급,gonggeup,명,noun,供給,Supply or provision,,1,1,
1666,1773.0,B,도로,doro,명,noun,道路,"A road, way",,2,1,surface_duplicate
1667,1774.0,C,동료,dongryo,명,noun,同僚,"associate, colleague, coworker, comrade, brother",,1,1,
1668,1775.0,B,잘못,jalmos,부,adverb,,"wrong, mistake",,2,2,surface_duplicate
1669,1776.0,B,지다,jida,동,verb,등에~,Carry (on the back),,4,1,surface_duplicate
1670,1777.0,B,채우다,chaeuda,동,verb,자리를~,"To fill up, complete, fulfill",,1,1,
1671,1778.0,C,균형,gyunhyeong,명,noun,均衡,Balance or equilibrium,,1,1,
1672,1779.0,C,기본적,gibonjeok,명,noun,基本的,Fundamental or basic,,1,1,
1673,1780.0,B,부족,bujok,명,noun,部族,A tribe,,2,1,surface_duplicate
1674,1781.0,A,사무실,samusil,명,noun,事務室,Office,,1,1,
1675,1783.0,A,이월,iwol,명,noun,二月,February,,1,1,
1676,1784.0,A,일요일,iryoil,명,noun,日曜日,Sunday,,1,1,
1677,1785.0,C,접근,jeopgeun,명,noun,接近,Proximity,,1,1,
1678,1786.0,C,지켜보다,jikyeoboda,동,verb,,"Watch, stare at ( wait on some situation)",,1,1,
1679,1788.0,C,개성,gaeseong,명,noun,個性,Individuality or personality,,1,1,
1680,1790.0,B,달리다,dallida,동,verb,문에종이~,"to hang, weigh",,2,2,surface_duplicate
1681,1791.0,B,더하다,deohada,동,verb,,Get worse,,1,1,
1682,1792.0,C,띄다,ttuida,동,verb,눈에~,To be visible or seen,,1,1,
1683,1793.0,C,무너지다,muneojida,동,verb,,Collapse,,1,1,
1684,1794.0,B,보통,botong,부,adverb,普通,The normal,,2,2,surface_duplicate
1685,1795.0,A,쓰다,sseuda,동,verb,모자를~,"to wear, to put on (a hat, helmet, etc., on one's head; a mask, pair of glasses, etc.)",,4,3,surface_duplicate
1686,1797.0,C,이러다,ireoda,동,verb,,do/say think this way,,1,1,
1687,1798.0,C,일어서다,ireoseoda,동,verb,,"To rise to one’s feet, stand up",,1,1,
1688,1799.0,C,죄,joe,명,noun,罪,"A crime, a sin",,1,1,
1689,1800.0,B,참,cham,감,interjection,이것~,"really,truly",,3,2,surface_duplicate
1690,1801.0,B,총장,chongjang,명,noun,總長,"The president, the chancellor (university’s)",,1,1,
1691,1802.0,C,핵심,haeksim,명,noun,核心,"The kernel, the core",,1,1,
1692,1803.0,C,후반,huban,명,noun,後半,The latter/second half,,1,1,
